Time,Pitch,Roll,Yaw,xGyro,yGyro,ZGyro,xAcc,yAcc,zAcc,latitude,longitude,alt,xSpeed,ySpeed,zSpeed,cP,cR,cY,cPower,PosXError,PosYError
82496227.0000000000,0.0625000000,-1.1880000000,0.0625000000,0.0000000000,0.1875000000,0.5000000000,2.9300000000,-1.2600000000,-0.0800000000,47.2228599000,8.8189446000,0.5400000000,-0.0461578204,0.0307965015,0.0473712648,-7.0875000000,-3.9995000000,-0.5625000000,-4.6737126479,0.4525633512,-0.4736903878
82504749.0000000000,0.0625000000,-1.1880000000,0.0625000000,0.1875000000,-0.0000000000,-0.0625000000,-3.3500000000,1.4900000000,-0.2100000000,47.2228599000,8.8189446000,0.5200000000,-0.0738084368,0.0431082720,-0.1925311505,-6.8062500000,-3.8120000000,0.0000000000,-1.0746884952,0.4525633512,-0.4736903878
82512754.0000000000,0.0625000000,-1.1880000000,0.0625000000,0.1875000000,-0.0000000000,-0.0625000000,1.5600000000,-1.1000000000,0.0900000000,47.2228599000,8.8189446000,0.5300000000,-0.0605655738,0.0340057090,-0.0466443224,-6.8062500000,-3.8120000000,0.0000000000,-3.1335567757,0.4525633512,-0.4736903878
82522059.0000000000,0.0625000000,-1.1880000000,0.0625000000,0.0000000000,0.0625000000,0.3125000000,1.5600000000,-1.1000000000,0.0900000000,47.2228599000,8.8189446000,0.5200000000,-0.0454243822,0.0235859362,-0.1474592116,-7.0875000000,-3.8745000000,-0.3750000000,-1.5254078838,0.4525633512,-0.4736903878
82530625.0000000000,0.0625000000,-1.1880000000,0.0625000000,-0.1250000000,-0.1875000000,0.3750000000,-3.0400000000,1.9000000000,-0.4900000000,47.2228599000,8.8189446000,0.5200000000,-0.0705985739,0.0395119088,-0.1353529890,-7.2750000000,-3.6245000000,-0.4375000000,-1.6464701098,0.4525633512,-0.4736903878
82540691.0000000000,0.0625000000,-1.1880000000,0.0625000000,-0.1875000000,-0.4375000000,0.3125000000,1.5200000000,-0.5000000000,-0.1100000000,47.2228599000,8.8189446000,0.5400000000,-0.0545668918,0.0341919187,0.0772115982,-7.3687500000,-3.3745000000,-0.3750000000,-4.9721159820,0.4525633512,-0.4736903878
82555120.0000000000,0.0625000000,-1.1880000000,0.0625000000,-0.3750000000,0.1250000000,-0.3125000000,-0.9600000000,1.3500000000,-0.6100000000,47.2228599000,8.8189446000,0.5300000000,-0.0674788481,0.0532172093,-0.0058192064,-7.6500000000,-3.9370000000,0.2500000000,-3.5418079361,0.4525633512,-0.4736903878
82567217.0000000000,0.0625000000,-1.1880000000,0.0625000000,-0.6250000000,-0.0625000000,-0.3750000000,1.3100000000,-1.0700000000,-0.1800000000,47.2228599000,8.8189446000,0.5200000000,-0.0509010894,0.0399401461,-0.0882551579,-8.0250000000,-3.7495000000,0.3125000000,-2.1174484214,0.4525633512,-0.4736903878
82575220.0000000000,0.0625000000,-1.1880000000,0.0625000000,-0.3750000000,0.1250000000,0.3750000000,1.3400000000,-1.1100000000,0.1100000000,47.2228599000,8.8189446000,0.5300000000,-0.0396334776,0.0307922012,0.0473789160,-7.6500000000,-3.9370000000,-0.4375000000,-4.0737891602,0.4525633512,-0.4736903878
82583223.0000000000,0.0625000000,-1.1880000000,0.0625000000,-0.3750000000,0.1250000000,0.3750000000,-0.2400000000,0.3700000000,-0.0400000000,47.2228599000,8.8189446000,0.5200000000,-0.0409968344,0.0334617313,-0.0815371076,-7.6500000000,-3.9370000000,-0.4375000000,-2.1846289237,0.4525633512,-0.4736903878
82591543.0000000000,0.0625000000,-1.1880000000,0.0625000000,-0.6250000000,0.2500000000,0.6875000000,-0.2400000000,0.3700000000,-0.0400000000,47.2228599000,8.8189446000,0.5300000000,-0.0424162594,0.0362225034,0.0476146196,-8.0250000000,-4.0620000000,-0.7500000000,-3.4761461962,0.4525633512,-0.4736903878
82600942.0000000000,0.0625000000,-1.1880000000,0.0625000000,-0.1875000000,-0.2500000000,0.7500000000,-1.4600000000,1.0600000000,-0.4400000000,47.2228599000,8.8189446000,0.5300000000,-0.0554108517,0.0457775580,0.0403797168,-7.3687500000,-3.5620000000,-0.8125000000,-3.4037971682,0.4525633512,-0.4736903878
82613005.0000000000,0.0625000000,-1.1880000000,0.0625000000,-0.4375000000,-0.1875000000,0.3750000000,0.0900000000,0.1500000000,-0.1800000000,47.2228599000,8.8189446000,0.5200000000,-0.0535681614,0.0471804037,-0.0469081302,-7.7437500000,-3.6245000000,-0.4375000000,-1.9309186985,0.4525633512,-0.4736903878
82621697.0000000000,0.0625000000,-1.1880000000,0.0625000000,-0.6250000000,-0.5000000000,0.2500000000,0.0900000000,0.1500000000,-0.1800000000,47.2228599000,8.8189446000,0.5300000000,-0.0521039917,0.0480492711,0.0725775444,-8.0250000000,-3.3120000000,-0.3125000000,-3.7257754444,0.4525633512,-0.4736903878
82634484.0000000000,0.0625000000,-1.1880000000,0.0625000000,0.6250000000,-0.0625000000,-0.1250000000,0.2200000000,-0.3000000000,-0.0700000000,47.2228599000,8.8189446000,0.5300000000,-0.0485713447,0.0438444624,0.0662128341,-6.1500000000,-3.7495000000,0.0625000000,-3.6621283407,0.4525633512,-0.4736903878
82647035.0000000000,0.0625000000,-1.1880000000,0.0625000000,0.7500000000,0.3125000000,-0.0625000000,-0.3700000000,0.5500000000,-0.1500000000,47.2228599000,8.8189446000,0.5300000000,-0.0524606463,0.0503121051,0.0595644405,-5.9625000000,-4.1245000000,0.0000000000,-3.5956444050,0.4525633512,-0.4736903878
82655040.0000000000,0.0625000000,-1.1880000000,0.0625000000,0.1250000000,0.2500000000,-0.1875000000,-0.1000000000,-0.0300000000,-0.1700000000,47.2228599000,8.8189446000,0.5500000000,-0.0525866783,0.0496172003,0.3032904632,-6.9000000000,-4.0620000000,0.1250000000,-7.2329046325,0.4525633512,-0.4736903878
82663044.0000000000,0.0625000000,-1.1880000000,0.0625000000,0.1250000000,0.2500000000,-0.1875000000,0.1700000000,0.5800000000,-0.2100000000,47.2228599000,8.8189446000,0.5500000000,-0.0505718994,0.0537628840,0.2725119123,-6.9000000000,-4.0620000000,0.1250000000,-6.9251191228,0.4525633512,-0.4736903878
82672245.0000000000,0.0625000000,-1.1880000000,0.0625000000,-0.1250000000,-0.2500000000,-0.5000000000,0.1700000000,0.5800000000,-0.2100000000,47.2228599000,8.8189446000,0.5400000000,-0.0483546012,0.0585613015,0.1360601542,-7.2750000000,-3.5620000000,0.4375000000,-4.9606015418,0.4525633512,-0.4736903878
82684043.0000000000,0.0625000000,-1.1880000000,0.0625000000,0.6875000000,-0.1875000000,0.0000000000,0.8100000000,-1.2000000000,0.1600000000,47.2228599000,8.8189446000,0.5300000000,-0.0382011666,0.0440274086,0.0409601682,-6.0562500000,-3.6245000000,-0.0625000000,-3.4096016825,0.4525633512,-0.4736903878
82695886.0000000000,0.0625000000,-1.1880000000,0.1250000000,0.0625000000,-0.1250000000,1.5000000000,-0.6100000000,-0.5000000000,0.1500000000,47.2228599000,8.8189446000,0.5400000000,-0.0447612728,0.0377928520,0.1244742452,-6.9937500000,-3.6870000000,-1.6250000000,-4.8447424522,0.4525633512,-0.4736903878
82703890.0000000000,0.0625000000,-1.1880000000,0.1250000000,0.0625000000,-0.1250000000,1.5000000000,-0.6300000000,1.7300000000,-0.5200000000,47.2228599000,8.8189446000,0.5500000000,-0.0491639160,0.0511693333,0.2342817313,-6.9937500000,-3.6870000000,-1.6250000000,-6.5428173130,0.4525633512,-0.4736903878
82712394.0000000000,0.0625000000,-1.1880000000,0.1250000000,0.1250000000,-0.3125000000,1.1875000000,-0.6300000000,1.7300000000,-0.5200000000,47.2228599000,8.8189446000,0.5400000000,-0.0538255223,0.0652712707,0.0904116360,-6.9000000000,-3.4995000000,-1.3125000000,-4.5041163598,0.4525633512,-0.4736903878
82722867.0000000000,0.0625000000,-1.1880000000,0.1250000000,0.2500000000,-0.6250000000,0.7500000000,0.5200000000,-1.1600000000,-0.1300000000,47.2228599000,8.8189446000,0.5300000000,-0.0477101746,0.0526515008,-0.0139472599,-6.7125000000,-3.1870000000,-0.8750000000,-2.8605274015,0.4525633512,-0.4736903878
82731477.0000000000,0.0000000000,-1.1880000000,0.1250000000,1.2500000000,1.0000000000,0.3125000000,-0.1400000000,-0.6100000000,0.0500000000,47.2228599000,8.8189446000,0.5300000000,-0.0482738411,0.0469748454,-0.0110213315,-5.1250000000,-4.8120000000,-0.4375000000,-2.8897866853,0.4525633512,-0.4736903878
